id,title,category,sub_category,caption,location,pages,description,keywords,dateNormalized,date,medium,size,creator,collection,provenance
TMI04231,RSVP from U.S. House of Representatives Committee on Naval Affairs,memorabilia,invitations,,,,Government Day Invitations; U. S. House of Representatives Committee on Naval Affairs. 1 sheet previously folded in sixths.  Letter.,,1898-09-01,1 September 1898,typescript,7 15/16 x 10 1/2 in.,"Boutelle, Charles A.",,Omaha Public Library
TMI04232,RSVP from U.S. House of Representatives Committee on Ventilation and Acoustics,memorabilia,invitations,,,,Government Day Invitations; U. S. House of Representatives Committee on Ventilation and Accoustics. 1 sheet previously folded in sixths.  Letter.,,1898-09-01,1 September 1898,typescript,8 x 10 1/2 in.,"Heatwole, Joel P.",,Omaha Public Library
TMI04233,RSVP from U.S. House of Representatives Committee on Expenditures in the Post Office Department,memorabilia,invitations,,,,Government Day Invitations; U. S. House of Representatives Committee on Expenditures in the Post Office Department. 1 sheet previously folded in sixths.  Letter.,,1898-09-01,1 September 1898,typescript,7 15/16 x 10 1/2 in.,"Sperry, N. D.",,Omaha Public Library
TMI04234,RSVP from U.S. House of Representatives Committee on Ways and Means,memorabilia,invitations,,,,Government Day Invitations; U. S. House of Representatives Committee on Ways and Means. 1 sheet previously folded I234in sixths. Letter.,,1898-09-01,1 September 1898,typescript,7 15/16 x 10 1/2 in.,"Belknap, Hugh R.",,Omaha Public Library
TMI04235,RSVP from U.S. House of Representatives Committee on Naval Affairs,memorabilia,invitations,,,,Government Day Invitations; U. S. House of Representatives Committee on Naval Affairs. 1 sheet previously folded in thirds.  Letter.,,1898-09-06,6 September 1898,typescript,7 15/16 x 10 1/2 in.,"Bull, Melville",,Omaha Public Library
TMI04236,RSVP from U.S. House of Representatives Committee on Interstate and Foreign Commerce,memorabilia,invitations,,,,Government Day Invitations; U. S. House of Representatives Committee on Interstate and Foreign Commerce. 1 sheet previously folded in thirds.  Letter.,,1898-09-06,6 September 1898,typescript,7 7/8 x 10 7/16 in.,"Corliss, J. B.",,Omaha Public Library
TMI04237,RSVP from U.S. House of Representatives Committee on Baking and Currency,memorabilia,invitations,,,,Government Day Invitations; U. S. House of Representatives Committee on Banking and Currency. 1 sheet previously folded in fifteenths.  Letter.,,1898-08-27,27 August 1898,typescript,7 15/16 x 10 1/2 in.,"Mitchell, J. M.",,Omaha Public Library
TMI04238,RSVP from U.S. House of Representatives Committee on Banking and Currency,memorabilia,invitations,,,,Government Day Invitations; U. S. House of Representatives Committee on Banking and Currency. 1 sheet previously folded in thirds.  Letter.,,1898-09-02,2 September 1898,typescript,7 7/8 x 10 1/2 in.,"Walker, J. H.",,Omaha Public Library
TMI04239,RSVP from U.S. House of Representatives Committee on Naval Affairs,memorabilia,invitations,,,,Government Day Invitations; U. S. House of Representatives Committee on Naval Affairs. 1 sheet previously folded in sixths.  Letter.,,1898-09-10,10 September 1898,typescript,7 7/8 x 10 1/2 in.,"Cummings, Amos J.",,Omaha Public Library
TMI04240,RSVP from U.S. House of Representatives Committee on The Merchant Marine and Fisheries,memorabilia,invitations,,,,Government Day Invitations; U. S. House of Representatives Committee on the Merchant Marine and Fisheries. 1 sheet previously folded in sixths.  Letter.,,1898-09-12,12 September 1898,typescript,8 x 10 7/16 in.,"Clayton, H. D.",,Omaha Public Library
TMI04241,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; U. S. Senate Committee on Irrigation and Reclamation of Arid Lands. 1 sheet previously folded in thirds.  Letter.,,1898-05-10,10 May 1898,typescript,8 x 5 1/4 in.,"Warren, Francis E.",,Omaha Public Library
TMI04242,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; U. S. Senate Committee on the Census. 1 sheet previously folded in sixths.  Letter.,,1898-05-16,16 May 1898,typescript,7 15/16 x 10 7/16 in.,"Carter, T. H.",,Omaha Public Library
TMI04243,RSVP from U.S. Senate Committee on Civil Service and Retrenchment,memorabilia,invitations,,,,Government Day Invitations; U. S. Senate Committee on Civil Service and Retrenchment. 1 sheet previously folded in sixths.  Letter.,,1898-08-30,30 August 1898,typescript,8 x 10 1/2 in.,"Pritchard, J. C.",,Omaha Public Library
TMI04244,RSVP from U.S. Senate Committee on Commerce,memorabilia,invitations,,,,Government Day Invitations; U. S. Senate Committee on Commerce. 1 sheet previously folded in sixths.  Letter.,,1898-08-24,24 August 1898,typescript,8 x 10 1/2 in.,"White, Stephen M.",,Omaha Public Library
TMI04245,RSVP fromRepublican Congressional Committee,memorabilia,invitations,,,,Government Day Invitations; Republican Congressional Committee. 1 sheet previously folded in sixths.  Letter.,,1898-09-02,2 September 1898,typescript,8 1/2 x 11 in.,"McCleary, James T.",,Omaha Public Library
TMI04246,RSVP from Republican Congressional Committee,memorabilia,invitations,,,,Government Day Invitations; Republican Congressional Committee. 1 sheet previously folded in sixths. Letter.,,1898-09-06,6 September 1898,typescript,8 1/2 x 11 in.,"Hull, John A. T.",,Omaha Public Library
TMI04247,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Florida State Commissioner. 1 sheet previously folded in sixths. Letter.,,1898-05-19,19 May 1898,typescript,8 1/4 x 8 1/2 in.,"Porter, B. L.",,Omaha Public Library
TMI04248,Thank you for Complimentary Passes from Florida State Commissioner,memorabilia,invitations,,,,Invitations to Exposition; Florida State Commissioner. 1 sheet previously folded in sixths. Letter.,,1898-05-28,28 May 1898,typescript,8 1/4 x 8 1/2 in.,"Porter, B. L.",,Omaha Public Library
TMI04249,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Nebraska Commissioner. 1 sheet previously folded in thirds. Letter.,,1898-05-21,21 May 1898,typescript,8 7/16 x 5 1/2 in.,"Campbell, J. N.",,Omaha Public Library
TMI04251,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Nebraska Commissioner. 1 sheet previously folded in sixths. Letter.,,1898-05-15,15 May 1898,manuscript,8 3/8 x 10 7/8 in.,"Dutton, W. M.",,Omaha Public Library
TMI04252,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Iowa Commissioner. 1 sheet previously folded in thirds. Letter.,,1898-05-27,27 May 1898,manuscript,8 7/16 x 10 7/8 in.,"Cook, Sylvanus D.",,Omaha Public Library
TMI04253,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Iowa Commissioner. 1 sheet previously folded in sixths. Letter.,,1898-05-11,11 May 1898,manuscript,8 5/16 x 10 15/16 in.,"Packard, Stephen B.",,Omaha Public Library
TMI04254,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Iowa Commissioner. 1 sheet previously folded in sixths. Letter.,,1898-05-19,19 May 1898,manuscript,8 5/16 x 10 15/16 in.,"McCoid, George W.",,Omaha Public Library
TMI04255,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Iowa Commissioner. 1 sheet previously folded in sixths. Letter.,,1898-05-24,24 May 1898,typescript,8 1/4 x 10 7/8 in.,"Wright, George F.",,Omaha Public Library
TMI04256,Opening Exercises RSVP,memorabilia,invitations,,,3,Opening Day Invitations; South Dakota Commissioner. 2 sheets previously folded in thirds. Letter.,,1898-05-11,11 May 1898,typescript,8 1/4 x 5 1/4 in.,"Murphey, Hance",,Omaha Public Library
TMI04257,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; South Dakota Commissioner. 1 sheet previously folded in sixths. Letter.,,1898-05-12,12 May 1898,manuscript,8 7/16 x 10 15/16 in.,"Davis, Charles E.",,Omaha Public Library
TMI04258,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Illinois Commissioner. 1 sheet previously folded in sixths. Letter.,,1898-05-13,13 May 1898,typescript,8 7/16 x 10 15/16 in.,"Mallory, Charles A.",,Omaha Public Library
TMI04259,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Illinois Commissioner. 1 sheet previously folded in sixths. Letter.,,1898-05-20,20 May 1898,manuscript,8 7/16 x 10 15/16 in.,"Keeler, C. H.",,Omaha Public Library
TMI04260,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Illinois Commissioner. 1 sheet previously folded in sixths. Letter.,,1898-05-27,27 May 1898,manuscript,8 9/16 x 11 1/16 in.,"Hambleton, C. E.",,Omaha Public Library
TMI04261,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Utah Commissioner.1 sheet previously folded in sixths. Letter.,,1898-05-31,31 May 1898,typescript,8 1/16 x 10 1/2 in.,"Cutler, Thomas R.",,Omaha Public Library
TMI04262,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Ohio Commissioner. 1 sheet previously folded in sixths. Letter.,,1898-05-17,41411,typescript,8 1/2 x 11 in.,"Rankin, S. B.",,Omaha Public Library
TMI04263,Opening Exercises RSVP,memorabilia,invitations,,,2,Opening Day Invitations; Kansas Commissioner. 1 sheet previously folded in sixths. Letter.,,1898-05-12,12 May 1898,typescript,8 1/4 x 10 7/8 in.,"Frost, J. E.",,Omaha Public Library
TMI04264,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Missouri Commissioner. 1 sheet previously folded in sixths. Letter.,,1898-05-28,28 May 1898,manuscript,8 3/8 x 10 7/8 in.,"Scammon, Laura E.",,Omaha Public Library
TMI04265,Opening Exercises RSVP,memorabilia,invitations,,,3,Opening Day Invitations; Georgia Commissioner. 3 sheets previously folded in sixths. Letter.,,1898-05-28,28 May 1898,manuscript,8 1/2 x 11 in.,"Ketchum, George",,Omaha Public Library
TMI04266,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Oregon Commissioner. 1 sheet previously folded in sixths. Letter.,,1898-05-31,31 May 1898,typescript,8 1/2 x 11 in.,"Batchelder, J. F.",,Omaha Public Library
TMI04267,Thank you for Complimentary Passes from Missouri Commissioner,memorabilia,invitations,,,,Invitations to Exposition; Missouri Commissioner. 1 sheet previously folded in thirds. Letter; newspaper clipping attachment.,,1898-05-28,28 May 1898,manuscript; newsprint,8 5/16 x 10 13/16 in. Attachment 3 1/2 x 3 1/8 in.,"Waterhouse, S.",,Omaha Public Library
TMI04268,Opening Exercises RSVP,memorabilia,invitations,,,2,Opening Day Invitations; Council Bluffs Exposition Association. 1 sheet previously folded in sixths.  Letter.,,1898-05-09,9 May 1898,typescript,8 7/16 x 10 15/16 in.,"Hayden, H. B.",,Omaha Public Library
TMI04269,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Missouri Commissioner. 1 sheet previously folded in sixths. Letter.,,1898-05-12,12 May 1898,typescript,8 9/16 x 11 in.,"Maxwell, F. M.",,Omaha Public Library
TMI04270,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Tennessee Commissioner. 1 sheet previously folded in sixths. Letter.,,1898-05-09,9 May 1898,typescript,8 3/8 x 10 7/8 in.,"Harris, A. J.",,Omaha Public Library
TMI04271,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Tennessee Commissioner. 1 sheet previously folded in sixths. Letter.,,1898-05-12,12 May 1898,typescript,8 1/4 x 10 7/8 in.,"Cooley, Theo.",,Omaha Public Library
TMI04272,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Vice-President of Commission. 1 sheet previously folded in sixths.  Letter.,,1898-05-30,30 May 1898,manuscript,8 3/16 x 10 3/4 in.,"Parsons, George W.",,Omaha Public Library
TMI04273,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Columbian Exposition 1893. 1 sheet previously folded in thirds. Letter.,,1898-05-27,27 May 1898,manuscript,8 1/2 x 5 3/8 in.,"Seeberger, A. F.",,Omaha Public Library
TMI04274,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Columbian Exposition 1893. 1 sheet previously folded in quarters. Letter.,,1898-05-28,28 May 1898,typescript,5 1/2 x 9 3/16 in.,"Skiff, Frederick J. V.",,Omaha Public Library
TMI04275,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; California Mid-Winter Exposition 1894. 1 sheet previously folded in sixths. Letter.,,1898-05-21,21 May 1898,manuscript,8 5/16 x 10 7/8 in.,"Andrews, A.",,Omaha Public Library
TMI04276,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Tennessee Centennial Exposition 1897. 1 sheet previously folded in thirds. Letter.,,,,manuscript,8 7/16 x 10 15/16 in.,"Lewis, E. C.",,Omaha Public Library
TMI04277,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Tennessee Centennial Exposition 1897. 1 sheet previously folded in sixths. Letter.,,1898-05-13,13 May 1898,typescript,8 7/16 x 11 in.,"Currey, Charles",,Omaha Public Library
TMI04278,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Tennessee Commissioner. 1 sheet previously folded in thirds.  Letter.,,1898-05-11,11 May 1898,manuscript,8 x 10 1/2 in.,"Ward, Henry C.",,Omaha Public Library
TMI04279,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations. 1 sheet previously folded in thirds. Telegram.,,1898-05-27,27 May 1898,manuscript,7 3/4 x 5 3/16 in.,"Wells, Heber M.",,Omaha Public Library
TMI04280,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations. 1 sheet previously folded in thirds. Letter.,,1898-05-28,28 May 1898,manuscript,5 3/4 x 9 1/4 in.,"Scovern, Jno.",,Omaha Public Library
TMI04281,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Texas Commissioner. 1 sheet previously folded in eighths. Letter.,,1898-05-27,27 May 1898,typescript,8 7/16 x 5 7/16 in.,"Penfield, C. S.",,Omaha Public Library
TMI04282,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Missouri Commissioner. 1 sheet previously folded in thirds. Letter.,,1898-06-07,7 June 1898,typescript,8 3/8 x 5 7/16 in.,"Crandall, O. A.",,Omaha Public Library
TMI04283,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations. 1 sheet previously folded in thirds. Letter.,,1898-06-04,4 June 1898,typescript,8 3/8 x 5 3/8 in.,"Perkins, Dwight H.",,Omaha Public Library
TMI04284,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; North Dakota Commissioner. 1 sheet previously folded in thirds. Letter.,,1898-05-31,31 May 1898,manuscript,8 5/16 x 5 3/8 in.,"Power, J. B.",,Omaha Public Library
TMI04285,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Georgia Commissioner. 1 sheet previously folded in thirds. Letter.,,1898-05-28,28 May 1898,typescript,8 1/2 x 5 3/8 in.,"Stovall, Pleasant A.",,Omaha Public Library
TMI04286,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Minnesota Commissioner. 1 sheet previously folded in thirds. Letter.,,1898-05-16,16 May 1898,typescript,8 5/8 x 5 1/2 in.,"Valentine, Ezra G.",,Omaha Public Library
TMI04287,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations. 1 sheet previously folded in thirds. Letter.,,1898-05-27,27 May 1898,manuscript,5 7/8 x 9 3/8 in.,"Wilson, H.",,Omaha Public Library
TMI04288,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Wisconsin Commissioner. 1 sheet previously folded in thirds. Letter.,,1898-05-27,27 May 1898,typescript,8 5/16 x 6 in.,"Uihlein, August",,Omaha Public Library
TMI04289,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations; Minnesota Commissioner. 1 sheet previously folded in thirds. Letter.,,1898-05-28,28 May 1898,typescript,8 1/2 x 5 1/2 in.,"Valentine, Ezra G.",,Omaha Public Library
TMI04290,Opening Exercises RSVP,memorabilia,invitations,,,2,Opening Day Invitations; Wisconsin Commissioner. 2 sheets previously folded in thirds. Letter.,,1898-05-28,28 May 1898,manuscript,8 7/16 x 5 7/16 in.,"Carpenter, W. E.",,Omaha Public Library
TMI04291,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations. 1 sheet previously folded in half. Letter.,,1898-05-26,26 May 1898,typescript,4 7/8 x 7 15/16 in.,,,Omaha Public Library
TMI04292,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations. 1 sheet previously folded in thirds. Letter.,,1898-06-06,6 June 1898,letter,4 15/16 x 7 7/8 in.,,,Omaha Public Library
TMI04293,Opening Exercises RSVP,memorabilia,invitations,,,2,Opening Day Invitations. 1 sheet previously folded in sixths. Letter.,,1898-06-01,1 June 1898,manuscript,5 1/2 x 8 7/16 in.,"Worthington, Bishop",,Omaha Public Library
TMI04294,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations. 1 sheet previously folded in sixths. Letter.,,1898-05-31,31 May 1898,typescript,8 5/16 x 11 in.,"Boardman, W. K.",,Omaha Public Library
